Hourly Year,Year,Month,Day,Day,Houre,Day,Rtot
19-Apr-07,2007,4,19,109,18,109.7,2.31
19-Apr-07,2007,4,19,109,19,109.8,2.55
19-Apr-07,2007,4,19,109,20,109.8,2.42
19-Apr-07,2007,4,19,109,21,109.8,2.3
19-Apr-07,2007,4,19,109,22,109.9,2.21
19-Apr-07,2007,4,19,109,23,109.9,2.15
20-Apr-07,2007,4,20,109,24,110,2.09
20-Apr-07,2007,4,20,110,1,110,1.95
20-Apr-07,2007,4,20,110,2,110,1.98
20-Apr-07,2007,4,20,110,3,110.1,1.84
20-Apr-07,2007,4,20,110,4,110.1,1.88
20-Apr-07,2007,4,20,110,5,110.2,1.89
20-Apr-07,2007,4,20,110,6,110.2,1.91
20-Apr-07,2007,4,20,110,7,110.3,1.68
20-Apr-07,2007,4,20,110,8,110.3,1.71
20-Apr-07,2007,4,20,110,9,110.3,1.69
20-Apr-07,2007,4,20,110,10,110.4,1.86
20-Apr-07,2007,4,20,110,11,110.4,1.81
20-Apr-07,2007,4,20,110,12,110.5,1.9
20-Apr-07,2007,4,20,110,13,110.5,1.78
20-Apr-07,2007,4,20,110,14,110.5,1.96
20-Apr-07,2007,4,20,110,15,110.6,1.99
20-Apr-07,2007,4,20,110,16,110.6,2.04
20-Apr-07,2007,4,20,110,17,110.7,2.24
20-Apr-07,2007,4,20,110,18,110.7,2.38
20-Apr-07,2007,4,20,110,19,110.8,2.52
20-Apr-07,2007,4,20,110,20,110.8,2.31
20-Apr-07,2007,4,20,110,21,110.8,2.1
20-Apr-07,2007,4,20,110,22,110.9,2.09
20-Apr-07,2007,4,20,110,23,110.9,2.03
21-Apr-07,2007,4,21,110,24,111,1.94
21-Apr-07,2007,4,21,111,1,111,1.93
21-Apr-07,2007,4,21,111,2,111,1.92
21-Apr-07,2007,4,21,111,3,111.1,1.76
21-Apr-07,2007,4,21,111,4,111.1,1.77
21-Apr-07,2007,4,21,111,5,111.2,1.69
21-Apr-07,2007,4,21,111,6,111.2,1.71
21-Apr-07,2007,4,21,111,7,111.3,1.85
21-Apr-07,2007,4,21,111,8,111.3,1.57
21-Apr-07,2007,4,21,111,9,111.3,1.61
21-Apr-07,2007,4,21,111,10,111.4,1.71
21-Apr-07,2007,4,21,111,11,111.4,1.8
21-Apr-07,2007,4,21,111,12,111.5,1.87
21-Apr-07,2007,4,21,111,13,111.5,2.18
21-Apr-07,2007,4,21,111,14,111.5,1.98
21-Apr-07,2007,4,21,111,15,111.6,2.16
21-Apr-07,2007,4,21,111,16,111.6,2.08
21-Apr-07,2007,4,21,111,17,111.7,2.34
21-Apr-07,2007,4,21,111,18,111.7,2.36
21-Apr-07,2007,4,21,111,19,111.8,2.41
21-Apr-07,2007,4,21,111,20,111.8,2.26
21-Apr-07,2007,4,21,111,21,111.8,2.1
21-Apr-07,2007,4,21,111,22,111.9,1.96
21-Apr-07,2007,4,21,111,23,111.9,1.98
22-Apr-07,2007,4,22,111,24,112,1.94
22-Apr-07,2007,4,22,112,1,112,1.84
22-Apr-07,2007,4,22,112,2,112,1.81
22-Apr-07,2007,4,22,112,3,112.1,1.75
22-Apr-07,2007,4,22,112,4,112.1,1.73
22-Apr-07,2007,4,22,112,5,112.2,1.81
22-Apr-07,2007,4,22,112,6,112.2,1.69
22-Apr-07,2007,4,22,112,7,112.3,1.74
22-Apr-07,2007,4,22,112,8,112.3,1.6
22-Apr-07,2007,4,22,112,9,112.3,1.71
22-Apr-07,2007,4,22,112,10,112.4,1.87
22-Apr-07,2007,4,22,112,11,112.4,2.15
22-Apr-07,2007,4,22,112,12,112.5,2.18
22-Apr-07,2007,4,22,112,13,112.5,2.17
22-Apr-07,2007,4,22,112,14,112.5,2.42
22-Apr-07,2007,4,22,112,15,112.6,2.52
22-Apr-07,2007,4,22,112,16,112.6,2.55
22-Apr-07,2007,4,22,112,17,112.7,2.62
22-Apr-07,2007,4,22,112,18,112.7,2.35
22-Apr-07,2007,4,22,112,19,112.8,2.63
22-Apr-07,2007,4,22,112,20,112.8,2.54
22-Apr-07,2007,4,22,112,21,112.8,2.54
22-Apr-07,2007,4,22,112,22,112.9,2.44
22-Apr-07,2007,4,22,112,23,112.9,2.25
23-Apr-07,2007,4,23,112,24,113,2.14
23-Apr-07,2007,4,23,113,1,113,2.12
23-Apr-07,2007,4,23,113,2,113,2.03
23-Apr-07,2007,4,23,113,3,113.1,2.05
23-Apr-07,2007,4,23,113,4,113.1,2.31
23-Apr-07,2007,4,23,113,5,113.2,2.29
23-Apr-07,2007,4,23,113,6,113.2,2.07
23-Apr-07,2007,4,23,113,7,113.3,1.99
23-Apr-07,2007,4,23,113,8,113.3,2.24
23-Apr-07,2007,4,23,113,9,113.3,2.19
23-Apr-07,2007,4,23,113,10,113.4,2.09
23-Apr-07,2007,4,23,113,11,113.4,2.26
23-Apr-07,2007,4,23,113,12,113.5,2.07
23-Apr-07,2007,4,23,113,13,113.5,2.08
23-Apr-07,2007,4,23,113,14,113.5,2.22
23-Apr-07,2007,4,23,113,15,113.6,2.08
23-Apr-07,2007,4,23,113,16,113.6,2.09
23-Apr-07,2007,4,23,113,17,113.7,2.45
23-Apr-07,2007,4,23,113,18,113.7,2.56
23-Apr-07,2007,4,23,113,19,113.8,2.61
23-Apr-07,2007,4,23,113,20,113.8,2.73
23-Apr-07,2007,4,23,113,21,113.8,2.9
23-Apr-07,2007,4,23,113,22,113.9,2.76
23-Apr-07,2007,4,23,113,23,113.9,2.6
24-Apr-07,2007,4,24,113,24,114,2.61
24-Apr-07,2007,4,24,114,1,114,2.72
24-Apr-07,2007,4,24,114,2,114,2.64
24-Apr-07,2007,4,24,114,3,114.1,2.5
24-Apr-07,2007,4,24,114,4,114.1,2.53
24-Apr-07,2007,4,24,114,5,114.2,2.4
24-Apr-07,2007,4,24,114,6,114.2,2.34
24-Apr-07,2007,4,24,114,7,114.3,2.23
24-Apr-07,2007,4,24,114,8,114.3,2.15
24-Apr-07,2007,4,24,114,9,114.3,2.21
24-Apr-07,2007,4,24,114,10,114.4,1.99
24-Apr-07,2007,4,24,114,11,114.4,2
24-Apr-07,2007,4,24,114,12,114.5,2.19
24-Apr-07,2007,4,24,114,13,114.5,2.2
24-Apr-07,2007,4,24,114,14,114.5,2.18
24-Apr-07,2007,4,24,114,15,114.6,2.43
24-Apr-07,2007,4,24,114,16,114.6,2.6
24-Apr-07,2007,4,24,114,17,114.7,2.78
24-Apr-07,2007,4,24,114,18,114.7,3.03
24-Apr-07,2007,4,24,114,19,114.8,2.97
24-Apr-07,2007,4,24,114,20,114.8,3.06
24-Apr-07,2007,4,24,114,21,114.8,3.09
24-Apr-07,2007,4,24,114,22,114.9,2.85
24-Apr-07,2007,4,24,114,23,114.9,2.54
25-Apr-07,2007,4,25,114,24,115,2.61
25-Apr-07,2007,4,25,115,1,115,2.56
25-Apr-07,2007,4,25,115,2,115,2.8
25-Apr-07,2007,4,25,115,3,115.1,2.8
25-Apr-07,2007,4,25,115,4,115.1,2.59
25-Apr-07,2007,4,25,115,5,115.2,2.63
25-Apr-07,2007,4,25,115,6,115.2,2.29
25-Apr-07,2007,4,25,115,7,115.3,2.07
25-Apr-07,2007,4,25,115,8,115.3,2.07
25-Apr-07,2007,4,25,115,9,115.3,2
25-Apr-07,2007,4,25,115,10,115.4,2.31
25-Apr-07,2007,4,25,115,11,115.4,2.31
25-Apr-07,2007,4,25,115,12,115.5,2.17
25-Apr-07,2007,4,25,115,13,115.5,2.15
25-Apr-07,2007,4,25,115,14,115.5,2.2
25-Apr-07,2007,4,25,115,15,115.6,2.37
25-Apr-07,2007,4,25,115,16,115.6,2.5
25-Apr-07,2007,4,25,115,17,115.7,2.72
25-Apr-07,2007,4,25,115,18,115.7,3.01
25-Apr-07,2007,4,25,115,19,115.8,2.78
25-Apr-07,2007,4,25,115,20,115.8,2.63
25-Apr-07,2007,4,25,115,21,115.8,2.48
25-Apr-07,2007,4,25,115,22,115.9,2.38
25-Apr-07,2007,4,25,115,23,115.9,2.37
26-Apr-07,2007,4,26,115,24,116,2.36
26-Apr-07,2007,4,26,116,1,116,2.35
26-Apr-07,2007,4,26,116,2,116,2.35
26-Apr-07,2007,4,26,116,3,116.1,2.35
26-Apr-07,2007,4,26,116,4,116.1,2.36
26-Apr-07,2007,4,26,116,5,116.2,2.27
26-Apr-07,2007,4,26,116,6,116.2,2.31
26-Apr-07,2007,4,26,116,7,116.3,1.9
26-Apr-07,2007,4,26,116,8,116.3,1.87
26-Apr-07,2007,4,26,116,9,116.3,1.7
26-Apr-07,2007,4,26,116,10,116.4,2.03
26-Apr-07,2007,4,26,116,11,116.4,2.06
26-Apr-07,2007,4,26,116,12,116.5,2.26
26-Apr-07,2007,4,26,116,13,116.5,2.41
26-Apr-07,2007,4,26,116,14,116.5,2.44
26-Apr-07,2007,4,26,116,15,116.6,2.1
26-Apr-07,2007,4,26,116,16,116.6,2.17
26-Apr-07,2007,4,26,116,17,116.7,2.21
26-Apr-07,2007,4,26,116,18,116.7,2.09
26-Apr-07,2007,4,26,116,19,116.8,9999
26-Apr-07,2007,4,26,116,20,116.8,2.34
26-Apr-07,2007,4,26,116,21,116.8,2.25
26-Apr-07,2007,4,26,116,22,116.9,2.07
26-Apr-07,2007,4,26,116,23,116.9,2.17
27-Apr-07,2007,4,27,116,24,117,2.01
27-Apr-07,2007,4,27,117,1,117,2.21
27-Apr-07,2007,4,27,117,2,117,2.27
27-Apr-07,2007,4,27,117,3,117.1,2.1
27-Apr-07,2007,4,27,117,4,117.1,2.08
27-Apr-07,2007,4,27,117,5,117.2,9999
27-Apr-07,2007,4,27,117,6,117.2,2.11
27-Apr-07,2007,4,27,117,7,117.3,1.9
27-Apr-07,2007,4,27,117,8,117.3,1.85
27-Apr-07,2007,4,27,117,9,117.3,1.83
27-Apr-07,2007,4,27,117,10,117.4,1.86
27-Apr-07,2007,4,27,117,11,117.4,2.05
27-Apr-07,2007,4,27,117,12,117.5,2.09
27-Apr-07,2007,4,27,117,13,117.5,2.23
27-Apr-07,2007,4,27,117,14,117.5,2.13
27-Apr-07,2007,4,27,117,15,117.6,9999
27-Apr-07,2007,4,27,117,16,117.6,2.19
27-Apr-07,2007,4,27,117,17,117.7,2.38
27-Apr-07,2007,4,27,117,18,117.7,2.52
27-Apr-07,2007,4,27,117,19,117.8,2.58
27-Apr-07,2007,4,27,117,20,117.8,2.61
27-Apr-07,2007,4,27,117,21,117.8,2.52
27-Apr-07,2007,4,27,117,22,117.9,2.6
27-Apr-07,2007,4,27,117,23,117.9,2.4
28-Apr-07,2007,4,28,117,24,118,2.35
28-Apr-07,2007,4,28,118,1,118,9999
28-Apr-07,2007,4,28,118,2,118,2.19
28-Apr-07,2007,4,28,118,3,118.1,2.29
28-Apr-07,2007,4,28,118,4,118.1,2.21
28-Apr-07,2007,4,28,118,5,118.2,2.05
28-Apr-07,2007,4,28,118,6,118.2,1.92
28-Apr-07,2007,4,28,118,7,118.3,1.85
28-Apr-07,2007,4,28,118,8,118.3,1.79
28-Apr-07,2007,4,28,118,9,118.3,1.93
28-Apr-07,2007,4,28,118,10,118.4,2
28-Apr-07,2007,4,28,118,11,118.4,1.99
28-Apr-07,2007,4,28,118,12,118.5,9999
28-Apr-07,2007,4,28,118,13,118.5,2.31
28-Apr-07,2007,4,28,118,14,118.5,2.78
28-Apr-07,2007,4,28,118,15,118.6,2.69
28-Apr-07,2007,4,28,118,16,118.6,2.65
28-Apr-07,2007,4,28,118,17,118.7,2.83
28-Apr-07,2007,4,28,118,18,118.7,2.81
28-Apr-07,2007,4,28,118,19,118.8,2.77
28-Apr-07,2007,4,28,118,20,118.8,2.79
28-Apr-07,2007,4,28,118,21,118.8,2.8
28-Apr-07,2007,4,28,118,22,118.9,9999
28-Apr-07,2007,4,28,118,23,118.9,2.73
29-Apr-07,2007,4,29,118,24,119,2.54
29-Apr-07,2007,4,29,119,1,119,2.57
29-Apr-07,2007,4,29,119,2,119,2.48
29-Apr-07,2007,4,29,119,3,119.1,2.4
29-Apr-07,2007,4,29,119,4,119.1,2.3
29-Apr-07,2007,4,29,119,5,119.2,2.28
29-Apr-07,2007,4,29,119,6,119.2,2.2
29-Apr-07,2007,4,29,119,7,119.3,2.02
29-Apr-07,2007,4,29,119,8,119.3,9999
29-Apr-07,2007,4,29,119,9,119.3,1.97
29-Apr-07,2007,4,29,119,10,119.4,2.19
29-Apr-07,2007,4,29,119,11,119.4,2.23
29-Apr-07,2007,4,29,119,12,119.5,2.28
29-Apr-07,2007,4,29,119,13,119.5,2.45
29-Apr-07,2007,4,29,119,14,119.5,2.75
29-Apr-07,2007,4,29,119,15,119.6,2.93
29-Apr-07,2007,4,29,119,16,119.6,3.23
29-Apr-07,2007,4,29,119,17,119.7,3.23
29-Apr-07,2007,4,29,119,18,119.7,2.7
29-Apr-07,2007,4,29,119,19,119.8,9999
29-Apr-07,2007,4,29,119,20,119.8,2.65
29-Apr-07,2007,4,29,119,21,119.8,2.76
29-Apr-07,2007,4,29,119,22,119.9,2.88
29-Apr-07,2007,4,29,119,23,119.9,2.63
30-Apr-07,2007,4,30,119,24,120,2.67
30-Apr-07,2007,4,30,120,1,120,2.57
30-Apr-07,2007,4,30,120,2,120,2.54
30-Apr-07,2007,4,30,120,3,120.1,2.49
30-Apr-07,2007,4,30,120,4,120.1,2.38
30-Apr-07,2007,4,30,120,5,120.2,9999
30-Apr-07,2007,4,30,120,6,120.2,2.21
30-Apr-07,2007,4,30,120,7,120.3,2.29
30-Apr-07,2007,4,30,120,8,120.3,2.21
30-Apr-07,2007,4,30,120,9,120.3,1.88
30-Apr-07,2007,4,30,120,10,120.4,2.16
30-Apr-07,2007,4,30,120,11,120.4,2.49
30-Apr-07,2007,4,30,120,12,120.5,2.56
30-Apr-07,2007,4,30,120,13,120.5,2.64
30-Apr-07,2007,4,30,120,14,120.5,2.35
30-Apr-07,2007,4,30,120,15,120.6,9999
30-Apr-07,2007,4,30,120,16,120.6,2.37
30-Apr-07,2007,4,30,120,17,120.7,2.27
30-Apr-07,2007,4,30,120,18,120.7,2.21
30-Apr-07,2007,4,30,120,19,120.8,2.51
30-Apr-07,2007,4,30,120,20,120.8,2.45
30-Apr-07,2007,4,30,120,21,120.8,2.49
30-Apr-07,2007,4,30,120,22,120.9,2.58
30-Apr-07,2007,4,30,120,23,120.9,2.53
01-May-07,2007,5,1,120,24,121,2.39
01-May-07,2007,5,1,121,1,121,9999
01-May-07,2007,5,1,121,2,121,2.37
01-May-07,2007,5,1,121,3,121.1,2.37
01-May-07,2007,5,1,121,4,121.1,2.3
01-May-07,2007,5,1,121,5,121.2,2.29
01-May-07,2007,5,1,121,6,121.2,2.28
01-May-07,2007,5,1,121,7,121.3,1.91
01-May-07,2007,5,1,121,8,121.3,1.67
01-May-07,2007,5,1,121,9,121.3,2.25
01-May-07,2007,5,1,121,10,121.4,2.33
01-May-07,2007,5,1,121,11,121.4,9999
01-May-07,2007,5,1,121,12,121.5,2.38
01-May-07,2007,5,1,121,13,121.5,2.63
01-May-07,2007,5,1,121,14,121.5,2.55
01-May-07,2007,5,1,121,15,121.6,2.22
01-May-07,2007,5,1,121,16,121.6,2.49
01-May-07,2007,5,1,121,17,121.7,2.44
01-May-07,2007,5,1,121,18,121.7,2.37
01-May-07,2007,5,1,121,19,121.8,2.93
01-May-07,2007,5,1,121,20,121.8,2.67
01-May-07,2007,5,1,121,21,121.8,9999
01-May-07,2007,5,1,121,22,121.9,2.69
01-May-07,2007,5,1,121,23,121.9,2.53
02-May-07,2007,5,2,121,24,122,2.58
02-May-07,2007,5,2,122,1,122,2.5
02-May-07,2007,5,2,122,2,122,2.4
02-May-07,2007,5,2,122,3,122.1,2.44
02-May-07,2007,5,2,122,4,122.1,2.33
02-May-07,2007,5,2,122,5,122.2,2.34
02-May-07,2007,5,2,122,6,122.2,2.43
02-May-07,2007,5,2,122,7,122.3,9999
02-May-07,2007,5,2,122,8,122.3,2.02
02-May-07,2007,5,2,122,9,122.3,2.08
02-May-07,2007,5,2,122,10,122.4,2.32
02-May-07,2007,5,2,122,11,122.4,2.33
02-May-07,2007,5,2,122,12,122.5,9999
02-May-07,2007,5,2,122,13,122.5,2.45
02-May-07,2007,5,2,122,14,122.5,2.46
02-May-07,2007,5,2,122,15,122.6,2.34
02-May-07,2007,5,2,122,16,122.6,2.52
02-May-07,2007,5,2,122,17,122.7,2.14
02-May-07,2007,5,2,122,18,122.7,2.54
02-May-07,2007,5,2,122,19,122.8,9999
02-May-07,2007,5,2,122,20,122.8,2.75
02-May-07,2007,5,2,122,21,122.8,2.63
02-May-07,2007,5,2,122,22,122.9,2.54
02-May-07,2007,5,2,122,23,122.9,2.38
03-May-07,2007,5,3,122,24,123,2.46
03-May-07,2007,5,3,123,1,123,2.37
03-May-07,2007,5,3,123,2,123,2.36
03-May-07,2007,5,3,123,3,123.1,2.25
03-May-07,2007,5,3,123,4,123.1,2.25
03-May-07,2007,5,3,123,5,123.2,9999
03-May-07,2007,5,3,123,6,123.2,2.19
03-May-07,2007,5,3,123,7,123.3,2.15
03-May-07,2007,5,3,123,8,123.3,2.02
03-May-07,2007,5,3,123,9,123.3,2.02
03-May-07,2007,5,3,123,10,123.4,2.13
03-May-07,2007,5,3,123,11,123.4,2.28
03-May-07,2007,5,3,123,12,123.5,2.36
03-May-07,2007,5,3,123,13,123.5,2.3
03-May-07,2007,5,3,123,14,123.5,2.59
03-May-07,2007,5,3,123,15,123.6,9999
03-May-07,2007,5,3,123,16,123.6,2.46
03-May-07,2007,5,3,123,17,123.7,2.44
03-May-07,2007,5,3,123,18,123.7,2.42
03-May-07,2007,5,3,123,19,123.8,2.42
03-May-07,2007,5,3,123,20,123.8,2.4
03-May-07,2007,5,3,123,21,123.8,2.39
03-May-07,2007,5,3,123,22,123.9,2.41
03-May-07,2007,5,3,123,23,123.9,2.23
04-May-07,2007,5,4,123,24,124,2.15
04-May-07,2007,5,4,124,1,124,9999
04-May-07,2007,5,4,124,2,124,2.28
04-May-07,2007,5,4,124,3,124.1,2.15
04-May-07,2007,5,4,124,4,124.1,2.21
04-May-07,2007,5,4,124,5,124.2,2.17
04-May-07,2007,5,4,124,6,124.2,2.13
04-May-07,2007,5,4,124,7,124.3,2.11
04-May-07,2007,5,4,124,8,124.3,1.97
04-May-07,2007,5,4,124,9,124.3,1.94
04-May-07,2007,5,4,124,10,124.4,9999
04-May-07,2007,5,4,124,11,124.4,2.03
04-May-07,2007,5,4,124,12,124.5,2.1
04-May-07,2007,5,4,124,13,124.5,2.29
04-May-07,2007,5,4,124,14,124.5,2.18
04-May-07,2007,5,4,124,15,124.6,2.15
04-May-07,2007,5,4,124,16,124.6,2.13
04-May-07,2007,5,4,124,17,124.7,2.28
04-May-07,2007,5,4,124,18,124.7,2.27
04-May-07,2007,5,4,124,19,124.8,2.5
04-May-07,2007,5,4,124,20,124.8,2.33
04-May-07,2007,5,4,124,21,124.8,2.17
04-May-07,2007,5,4,124,22,124.9,2.29
04-May-07,2007,5,4,124,23,124.9,2.07
05-May-07,2007,5,5,124,24,125,2.14
05-May-07,2007,5,5,125,1,125,2.15
05-May-07,2007,5,5,125,2,125,2.06
05-May-07,2007,5,5,125,3,125.1,2.19
05-May-07,2007,5,5,125,4,125.1,2.05
05-May-07,2007,5,5,125,5,125.2,2.25
05-May-07,2007,5,5,125,6,125.2,2.26
05-May-07,2007,5,5,125,7,125.3,2.19
05-May-07,2007,5,5,125,8,125.3,2.08
05-May-07,2007,5,5,125,9,125.3,2.01
05-May-07,2007,5,5,125,10,125.4,2.09
05-May-07,2007,5,5,125,11,125.4,2.26
05-May-07,2007,5,5,125,12,125.5,1.94
05-May-07,2007,5,5,125,13,125.5,2.3
05-May-07,2007,5,5,125,14,125.5,2.26
05-May-07,2007,5,5,125,15,125.6,2.23
05-May-07,2007,5,5,125,16,125.6,2.5
05-May-07,2007,5,5,125,17,125.7,2.59
05-May-07,2007,5,5,125,18,125.7,2.63
05-May-07,2007,5,5,125,19,125.8,2.35
05-May-07,2007,5,5,125,20,125.8,2.06
05-May-07,2007,5,5,125,21,125.8,2.06
05-May-07,2007,5,5,125,22,125.9,2.14
05-May-07,2007,5,5,125,23,125.9,1.86
06-May-07,2007,5,6,125,24,126,1.88
06-May-07,2007,5,6,126,1,126,1.87
06-May-07,2007,5,6,126,2,126,2.03
06-May-07,2007,5,6,126,3,126.1,2.06
06-May-07,2007,5,6,126,4,126.1,2.09
06-May-07,2007,5,6,126,5,126.2,2
06-May-07,2007,5,6,126,6,126.2,1.93
06-May-07,2007,5,6,126,7,126.3,9999
06-May-07,2007,5,6,126,8,126.3,2.11
06-May-07,2007,5,6,126,9,126.3,2.29
06-May-07,2007,5,6,126,10,126.4,1.98
06-May-07,2007,5,6,126,11,126.4,2.32
06-May-07,2007,5,6,126,12,126.5,1.91
06-May-07,2007,5,6,126,13,126.5,2.22
06-May-07,2007,5,6,126,14,126.5,2.45
06-May-07,2007,5,6,126,15,126.6,2.66
06-May-07,2007,5,6,126,16,126.6,2.62
06-May-07,2007,5,6,126,17,126.7,2.45
06-May-07,2007,5,6,126,18,126.7,2.63
06-May-07,2007,5,6,126,19,126.8,2.71
06-May-07,2007,5,6,126,20,126.8,2.7
06-May-07,2007,5,6,126,21,126.8,2.42
06-May-07,2007,5,6,126,22,126.9,2.39
06-May-07,2007,5,6,126,23,126.9,2.29
07-May-07,2007,5,7,126,24,127,2.46
07-May-07,2007,5,7,127,1,127,2.62
07-May-07,2007,5,7,127,2,127,2.6
07-May-07,2007,5,7,127,3,127.1,2.64
07-May-07,2007,5,7,127,4,127.1,2.44
07-May-07,2007,5,7,127,5,127.2,2.33
07-May-07,2007,5,7,127,6,127.2,2.53
07-May-07,2007,5,7,127,7,127.3,2.72
07-May-07,2007,5,7,127,8,127.3,2.83
07-May-07,2007,5,7,127,9,127.3,2.78
07-May-07,2007,5,7,127,10,127.4,2.89
07-May-07,2007,5,7,127,11,127.4,2.84
07-May-07,2007,5,7,127,12,127.5,2.21
07-May-07,2007,5,7,127,13,127.5,3.08
07-May-07,2007,5,7,127,14,127.5,3.64
07-May-07,2007,5,7,127,15,127.6,2.99
07-May-07,2007,5,7,127,16,127.6,3.1
07-May-07,2007,5,7,127,17,127.7,3.08
07-May-07,2007,5,7,127,18,127.7,2.99
07-May-07,2007,5,7,127,19,127.8,3.19
07-May-07,2007,5,7,127,20,127.8,3.05
07-May-07,2007,5,7,127,21,127.8,2.91
07-May-07,2007,5,7,127,22,127.9,2.65
07-May-07,2007,5,7,127,23,127.9,2.64
08-May-07,2007,5,8,127,24,128,2.7
08-May-07,2007,5,8,128,1,128,2.65
08-May-07,2007,5,8,128,2,128,2.62
08-May-07,2007,5,8,128,3,128.1,2.74
08-May-07,2007,5,8,128,4,128.1,2.71
08-May-07,2007,5,8,128,5,128.2,2.72
08-May-07,2007,5,8,128,6,128.2,2.38
08-May-07,2007,5,8,128,7,128.3,2.27
08-May-07,2007,5,8,128,8,128.3,2.15
08-May-07,2007,5,8,128,9,128.3,2.42
08-May-07,2007,5,8,128,10,128.4,2.31
08-May-07,2007,5,8,128,11,128.4,2.39
08-May-07,2007,5,8,128,12,128.5,2.41
08-May-07,2007,5,8,128,13,128.5,2.58
08-May-07,2007,5,8,128,14,128.5,2.33
08-May-07,2007,5,8,128,15,128.6,2.52
08-May-07,2007,5,8,128,16,128.6,2.65
08-May-07,2007,5,8,128,17,128.7,2.5
08-May-07,2007,5,8,128,18,128.7,9999
08-May-07,2007,5,8,128,19,128.8,2.94
08-May-07,2007,5,8,128,20,128.8,2.76
08-May-07,2007,5,8,128,21,128.8,2.94
08-May-07,2007,5,8,128,22,128.9,2.97
08-May-07,2007,5,8,128,23,128.9,2.81
09-May-07,2007,5,9,128,24,129,2.87
09-May-07,2007,5,9,129,1,129,2.94
09-May-07,2007,5,9,129,2,129,2.86
09-May-07,2007,5,9,129,3,129.1,2.97
09-May-07,2007,5,9,129,4,129.1,2.69
09-May-07,2007,5,9,129,5,129.2,2.91
09-May-07,2007,5,9,129,6,129.2,2.83
09-May-07,2007,5,9,129,7,129.3,2.95
09-May-07,2007,5,9,129,8,129.3,2.87
09-May-07,2007,5,9,129,9,129.3,2.91
09-May-07,2007,5,9,129,10,129.4,3.11
09-May-07,2007,5,9,129,11,129.4,3.14
09-May-07,2007,5,9,129,12,129.5,3.17
09-May-07,2007,5,9,129,13,129.5,3.47
09-May-07,2007,5,9,129,14,129.5,3.3
09-May-07,2007,5,9,129,15,129.6,2.83
09-May-07,2007,5,9,129,16,129.6,2.7
09-May-07,2007,5,9,129,17,129.7,2.63
09-May-07,2007,5,9,129,18,129.7,2.54
09-May-07,2007,5,9,129,19,129.8,2.45
09-May-07,2007,5,9,129,20,129.8,2.6
09-May-07,2007,5,9,129,21,129.8,2.37
09-May-07,2007,5,9,129,22,129.9,2.37
09-May-07,2007,5,9,129,23,129.9,2.4
10-May-07,2007,5,10,129,24,130,2.52
10-May-07,2007,5,10,130,1,130,2.91
10-May-07,2007,5,10,130,2,130,2.87
10-May-07,2007,5,10,130,3,130.1,2.69
10-May-07,2007,5,10,130,4,130.1,2.72
10-May-07,2007,5,10,130,5,130.2,2.81
10-May-07,2007,5,10,130,6,130.2,2.4
10-May-07,2007,5,10,130,7,130.3,2.57
10-May-07,2007,5,10,130,8,130.3,2.48
10-May-07,2007,5,10,130,9,130.3,2.8
10-May-07,2007,5,10,130,10,130.4,2.76
10-May-07,2007,5,10,130,11,130.4,2.9
10-May-07,2007,5,10,130,12,130.5,3.05
10-May-07,2007,5,10,130,13,130.5,2.93
10-May-07,2007,5,10,130,14,130.5,2.84
10-May-07,2007,5,10,130,15,130.6,2.71
10-May-07,2007,5,10,130,16,130.6,2.54
10-May-07,2007,5,10,130,17,130.7,9999
10-May-07,2007,5,10,130,18,130.7,2.47
10-May-07,2007,5,10,130,19,130.8,2.82
10-May-07,2007,5,10,130,20,130.8,2.75
10-May-07,2007,5,10,130,21,130.8,2.9
10-May-07,2007,5,10,130,22,130.9,2.24
10-May-07,2007,5,10,130,23,130.9,2.42
11-May-07,2007,5,11,130,24,131,2.84
11-May-07,2007,5,11,131,1,131,2.78
11-May-07,2007,5,11,131,2,131,2.36
11-May-07,2007,5,11,131,3,131.1,2.24
11-May-07,2007,5,11,131,4,131.1,2.37
11-May-07,2007,5,11,131,5,131.2,2.32
11-May-07,2007,5,11,131,6,131.2,2.51
11-May-07,2007,5,11,131,7,131.3,2.29
11-May-07,2007,5,11,131,8,131.3,2.21
11-May-07,2007,5,11,131,9,131.3,2.34
11-May-07,2007,5,11,131,10,131.4,2.41
11-May-07,2007,5,11,131,11,131.4,2.42
11-May-07,2007,5,11,131,12,131.5,2.47
11-May-07,2007,5,11,131,13,131.5,2.75
11-May-07,2007,5,11,131,14,131.5,2.44
11-May-07,2007,5,11,131,15,131.6,2.46
11-May-07,2007,5,11,131,16,131.6,2.63
11-May-07,2007,5,11,131,17,131.7,2.61
11-May-07,2007,5,11,131,18,131.7,2.54
11-May-07,2007,5,11,131,19,131.8,2.63
11-May-07,2007,5,11,131,20,131.8,2.76
11-May-07,2007,5,11,131,21,131.8,2.87
11-May-07,2007,5,11,131,22,131.9,2.75
11-May-07,2007,5,11,131,23,131.9,2.49
12-May-07,2007,5,12,131,24,132,2.16
12-May-07,2007,5,12,132,1,132,2.43
12-May-07,2007,5,12,132,2,132,2.31
12-May-07,2007,5,12,132,3,132.1,2.34
12-May-07,2007,5,12,132,4,132.1,2.48
12-May-07,2007,5,12,132,5,132.2,2.54
12-May-07,2007,5,12,132,6,132.2,2.11
12-May-07,2007,5,12,132,7,132.3,2.18
12-May-07,2007,5,12,132,8,132.3,2.19
